NO,Temp_Key,Temp_Category,Temp_Section,Temp_Content_KR,Temp_Content_JP,Temp_Date
29,Temp_common_offerwall_tapjoy_support,오류,"오퍼월 광고
탭조이 고객센터 유도","평소 애용해 주시는 고객님께 이러한 안내를 드리게 되어 대단히 죄송하지만
오퍼월 광고에 대해서는 모두 Tapjoy에서 대응하고 있어
Tapjoy로 문의를 부탁드립니다.
문의 방법은 아래를 확인해 주세요.

(LOS 예시)
1. 게임 화면의 메뉴에서 '무료 젬'을 탭합니다.
2. Tapjoy 화면의 왼쪽 상단에 있는 메뉴를 탭합니다.
3. '환급 상황'을 탭합니다.
4. '진행 중'의 리스트에서 보상을 받지 못한 광고를 탭합니다.
5. '고객 지원에 문의'를 탭합니다.

기대에 부응하지 못해 진심으로 죄송하지만
깊이 양해 부탁드립니다.","日頃よりご愛顧いただいているお客様へこのようなご案内となってしまい大変恐縮ではございますが、
オファーウォール広告に関しましては、全てTapjoyにて対応しているため、
Tapjoyまでお問い合わせをお願いいたします。
お問い合わせ方法は、下記をご確認ください。

(LOS 예시)
1.  ゲーム画面のメニューで「無料ジェム」をタップします。
2. Tapjoy画面の左上にあるメニューをタップします。
3. 「還元状況」をタップします。
4. 「継続中」のリストで報酬をもらえなかった広告をタップします。
5. 「サポートにお問い合わせ」をタップします。

ご期待に添えず誠に申し訳ございませんが、
何卒ご了承いただきますようお願い申し上げます。",2024.12.03
30,Temp_common_compensation_missing_item,오류,"보상 지급
(미반영 상품 지급)","이번에는 불편을 끼쳐드려 진심으로 죄송합니다.

해당 상품에 대해서는 '1회 한정의 쿠폰명'을 준비했습니다.
꼭 사용하시어 상품을 수령해 주시기 바랍니다.

'쿠폰 코드: B4218ED30325FB26'

다시금 많은 불편을 끼쳐드려
거듭 사과드립니다.

앞으로는 대책을 철저히 하여 재발 방지에 힘쓰겠습니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","この度はご不便をおかけし、誠に申し訳ございません。

該当商品につきまして、「１回限定のクーポン名」をご用意いたしました。
是非お使いいただき、商品の受領をお願い申し上げます。

「クーポンコード： B4218ED30325FB26」

改めて多大なご迷惑、ご不便をお掛け致してしまい、
重ね重ねお詫び申し上げます。

今後は対策を徹底し、再発防止に取り組んでまいります。

また、ゲームプレイ中、/にご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
31,Temp_common_payment_missing_no_receipt,결제,"결제 미반영
(영수증 미지참)","이번에는 불편을 끼쳐드려 대단히 죄송합니다.

본 건에 대해 구매가 반영되지 않았다고 하셔서
고객님께서는 매우 실망하셨을 것으로 생각됩니다.

문제 해결을 위해 번거로우시겠지만 아래의 정보를 확인하시어
다시 문의해 주시기 바랍니다.

■ 필요 정보
1. 영수증 화면의 스크린샷(필수)
※주문 번호와 구매일, 상품명의 세 가지가 확인 가능한 것
※영수증 확인 방법은 아래를 참고해 주시기 바랍니다.

=====================
▶ Google Play Store 거래 명세(영수증) 확인 방법
1.Google Pay(https://payments.google.com/)에 접속
2.Google 계정에 로그인
3.Google Pay 페이지 내에서 '이용 내역'을 선택하여 주문 이력 확인
4.해당 주문을 클릭하여 거래 명세 확인
※GPA로 시작하는 주문 번호의 확인을 부탁드립니다.
5. 스크린샷을 찍어서 보내주시기 바랍니다.

▶ App Store 구매 이력(영수증) 확인 방법
1. iOS 단말기의 설정에서 최상단의 Apple ID를 탭
2. 미디어와 구매 > 계정 표시로 진행
3. '구매 이력'으로 진행하여 구매한 항목의 '청구 합계'를 탭하여 구매 이력 확인
※90일 이상 전에 구매한 이력을 확인하는 경우는 '지난 90일간'을 탭하여 날짜 범위를 선택해 주세요.
4. 오류가 발생한 아이템을 찾아 '청구 합계'를 탭
5. 스크린샷을 찍어서 보내주시기 바랍니다.

=====================

확인 후 조사하도록 하겠습니다.
번거로움을 끼쳐드려 대단히 죄송합니다.

위 내용에 관련된 문의는 이 메일에 회신해 주시기 바랍니다.","この度は、ご不便をおかけし大変申し訳ございません。

本件に関して、購入が反映されなかったとのことで、
お客様におかれましては非常に残念な思いをされているかと存じます。 

問題解決のため、お手数をおかけしますが下記の情報を確認の上、
再度お問い合わせいただきますようお願い申し上げます。
 
■ 必要情報
1. 領収証画面のスクリーンショット(必須)
※注文番号と購入日、商品名の三つが確認できるもの
※領収書のご確認方法につきましては、下記をご参考にしてくださいませ。
 
=====================
▶ Google Play Store取引明細(領収書)の確認方法
1.Google Pay(https://payments.google.com/)にアクセス
2.Google アカウントにログイン
3.Google Payページ内で「ご利用内容」を選択し、注文履歴を確認
4.当該注文をクリックし、取引明細を確認
※GPAから始まる注文番号のご確認をよろしくお願いいたします。
5. スクリーンショットを撮ってお送りくださいませ。

▶ App Store購入履歴(領収書)の確認方法
1. iOS端末の設定から最上段のApple IDをタップ
2. メディアと購入＞アカウントを表示へ進む
3. 「購入履歴」に進み、購入した項目の「請求合計」をタップして、購入履歴を確認
※90日以上前に購入した履歴を確認する場合は、「過去90日間」をタップし、日付の範囲を選択してください。
4. エラーが発生したアイテムを探し、「請求合計」をタップ
5. スクリーンショットを撮ってお送りくださいませ。

=====================
 
確認後、調査いたします。
お手数をおかけしてしまい大変申し訳ございません。
 
上記の内容に関連するお問い合わせは、このメールにご返信くださいませ。",2024.12.03
32,Temp_common_paid_item_missing,결제,유료 재화 구매상품 미반영,"이번에는 문의의 번거로움을 끼쳐드려 대단히 죄송합니다.

보내주신 내용을 토대로 고객님의 결제 이력을 조사한 결과
아이템이 아직 우편함에 있어 사용되지 않았음을 확인했기에
담당 부서에 구매 아이템의 회수 및 반환 처리를 요청했습니다.

번거로우시겠지만 작업 완료까지
잠시만 기다려주시기 바랍니다.

불편을 끼쳐드려 거듭 사과드립니다.","この度はお問い合わせのお手数をおかけして大変申し訳ございません。
 
お送りいただいた内容をもとに、お客様の決済履歴をお調べしたところ、
アイテムがまだポスト(/타이틀에 맞춰 내용 변경)にあり、使われていないことを確認いたしましたので
担当部署に購入アイテムの回収および返却処理を要請いたしました。
 
大変お手数ですが、作業の完了まで
今しばらくお待ちいただきますようお願い申し上げます。
 
ご迷惑をおかけし、重ねてお詫び申し上げます。",2024.12.03
33,Temp_common_refund_apple,결제,환불(애플),"이번에는 불편을 끼쳐드려 진심으로 죄송합니다.

평소 애용해 주시는 고객님께 이러한 안내를 드리게 되어 대단히 죄송하지만
iOS의 경우 결제 취소는 Apple에서 대응하고 있어
고객님께서 직접 환불을 신청하셔야 합니다.
결제 취소 방법은 아래를 확인해 주세요.

■ 환불 방법
1. Apple 고객 지원(https://getsupport.apple.com/)에 접속
2. '모든 제품 보기'의 '제품 선택'을 탭
3. 'iPhone'을 탭
4. '구독과 구매'를 탭
5. 환불 절차를 탭

※이쪽 고객센터에서는 시스템상의 사정으로
Apple의 환불 대응은 어려우니 깊이 양해 부탁드립니다.","この度はご不便をおかけし、誠に申し訳ございません。

日頃よりご愛顧いただいているお客様へこのようなご案内となってしまい大変申し訳ございませんが、
iOSの場合、決済キャンセルはAppleで対応しているため、
お客様ご自身で返金を申請していただく必要がございます。
決済キャンセル方法につきましては、下記をご確認ください。

■ 返金方法
1. Appleサポートへのお問い合わせ(https://getsupport.apple.com/)にアクセス
2. 「すべての製品を見る」の「製品を選択」をタップ
3. 「iPhone」をタップ
4. 「サブスクリプションと購入」をタップ
5. 返金手続きをタップ

※こちらのサポートセンターでは、システム上の都合により、
Appleの返金対応はいたしかねますので、何卒ご了承いただきますようお願い申し上げます。",2024.12.03
34,Temp_common_payment_hold,결제,결제 보류,"이번에는 불편을 끼쳐드려 죄송합니다.

본 건에 대해 결제가 반영되지 않았다고 하셔서
고객님께서는 매우 실망하셨을 것으로 생각됩니다.

보내주신 스크린샷을 확인한 결과
주문 번호가 아직 발급되지 않아 보류 중임을 확인했습니다.

결제 '보류'에 대해서는 결제 서버의 지연이나 네트워크 환경으로 인해 일시적으로 발생할 수 있으니
번거로우시겠지만 게임을 완전히 종료 후 재시작을 시도해 주시기 바랍니다.

만약 상품이 반영되지 않은 채로 구매 금액이 차감된 경우
번거로우시겠지만 보류 중인 영수증의 주문 번호가 추후 발급되면
영수증의 스크린샷과 함께 다시 문의해 주시기 바랍니다.

============================================
▶ App Store 영수증 확인 방법
1. iOS 단말기의 설정에서 최상단의 Apple ID를 탭
2. 미디어와 구매 > 계정 표시로 진행
3. '구매 이력'으로 진행하여 구매한 항목의 '청구 합계'를 탭하여 결제 영수증 확인
※90일 이상 전에 구매한 이력을 확인하는 경우는 '지난 90일간'을 탭하여 날짜 범위를 선택해 주세요.
4. 오류가 발생한 아이템을 찾아서 '청구 합계'를 탭
5. 스크린샷을 찍어서 보내주시기 바랍니다.

▶ 환불을 원하시는 경우
1. Apple 고객 지원(https://getsupport.apple.com/)에 접속
2. '모든 제품 보기'의 '제품 선택'을 탭
3. 'iPhone'을 탭
4. '구독과 구매'를 탭
5. 환불 절차를 탭

※이쪽 고객센터에서는 시스템상의 사정으로
Apple의 환불 대응은 어려우니 깊이 양해 부탁드립니다.
============================================

번거로움을 끼쳐드려 죄송하지만
깊은 협조 부탁드립니다.","この度はご不便をおかけし、申し訳ございません。

本件に関して、決済が反映されなかったのことで、
お客様におかれましては非常に残念な思いをされているかと存じます。

ご送付いただきましたスクリーンショットを拝見しましたところ、
ご注文番号がまだ発行されておらず、保留中であることを確認いたしました。

決済「保留」につきまして、決済サーバーの遅延やネットワーク環境によって一時的に発生する可能性もございますので
お手数ですが、ゲームを完全終了後、再起動をお試しいただきますようお願い申し上げます。

万が一、商品が反映されていないまま購入金額が差し引かれた場合、
大変お手数をおかけしますが、保留中の領収書のご注文番号が後ほど発行されましたら、
領収書のスクリーンショットとともに再度お問い合わせいただきますようお願い申し上げます。

============================================
▶ App Store領収書の確認方法
1. iOS端末の設定から最上段のApple IDをタップ
2. メディアと購入＞アカウントを表示へ進む
3. 「購入履歴」に進み、購入した項目の「請求合計」をタップして、決済領収書を確認
※90日以上前に購入した履歴を確認する場合は、「過去90日間」をタップし、日付の範囲を選択してください。
4. エラーが発生したアイテムを探して、「請求合計」をタップ
5. スクリーンショットを撮ってお送りくださいませ。

▶ 返金をご希望の場合
1. Appleサポートへのお問い合わせ(https://getsupport.apple.com/)にアクセス
2. 「すべての製品を見る」の「製品を選択」をタップ
3. 「iPhone」をタップ
4. 「サブスクリプションと購入」をタップ
5. 返金手続きをタップ

※こちらのサポートセンターでは、システム上の都合により、
Appleの返金対応はいたしかねますので、何卒ご了承いただきますようお願い申し上げます。
============================================

お手数をおかけしてしまい申し訳ございませんが、
何卒ご協力のほどよろしくお願いいたします。",2024.12.03
35,Temp_common_post_refund_request,결제,환불 요청 후 답변,"이번에는 불편을 끼쳐드려 대단히 죄송합니다.

조금 전 담당 부서에 구매 아이템의 환불 처리를 요청했습니다.
기다리게 해드려 대단히 죄송하지만 작업 완료까지
잠시만 기다려 주시기 바랍니다.

기다리게 해드려 대단히 죄송합니다.","この度は、ご不便をおかけしまして大変申し訳ございません。

先ほど、担当部署に購入アイテムの返金処理を要請いたしました。
お待たせしてしまい大変恐れ入りますが、作業の完了まで
しばらくお待ちくださいますようお願い申し上げます。
 
お待たせしてしまい、大変申し訳ございません。",2024.12.03
36,Temp_common_post_refund_complete,결제,환불 완료 후 답변,"이번에는 불편을 끼쳐드려 대단히 죄송합니다.

조금 전 구매 아이템의 환불 처리를 완료했습니다.
번거로우시겠지만 환불이 반영되었는지 확인해 주시기 바랍니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","この度は、ご不便をおかけしまして大変申し訳ございません。

先ほど、購入アイテムの返金処理を完了いたしました。
大変お手数ですが、返金の反映をご確認いただきますようお願い申し上げます。
 
また、ゲームプレイ中、/にご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
37,Temp_common_post_payment_request,결제,지급 요청 후 답변,"이번에는 불편을 끼쳐드려 대단히 죄송합니다.

보내주신 '유료 아이템이 반영되지 않는 현상'에 대해서는
담당 부서에 보고하여 반영 작업을 요청했습니다.

순차적으로 작업을 진행하고 있어 작업 완료까지 다소 시간이 걸릴 수 있습니다.
깊이 양해 부탁드립니다.

신속한 개선이 이루어지지 못해 죄송합니다.
안정적인 게임 환경을 위해 최선을 다하겠습니다.","この度は、ご不便をおかけしまして大変申し訳ございません。

お送りいただいた「有料アイテムが反映されない現象」につきまして、
担当部署に報告し、反映作業を要請いたしました。

順次作業を行なっておりまして、作業完了まで多少の時間がかかる場合がございます。
何卒、ご了承いただきますようお願い申し上げます。

早速の改善ができず、申し訳ございません。
安定的なゲーム環境のために最善を尽くしてまいります。",2024.12.03
38,Temp_common_post_payment_complete,결제,지급 완료 후 답변,"이번에는 불편을 끼쳐드려 대단히 죄송합니다.

조금 전 구매 아이템의 반영 처리를 완료했습니다.
번거로우시겠지만 앱을 재시작하시어
상품이 반영되었는지 확인해 주시기 바랍니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","この度は、ご不便をおかけしまして大変申し訳ございません。

先ほど、購入アイテムの反映処理を完了いたしました。
大変お手数ですが、アプリを再起動し、
商品の反映をご確認いただきますようお願い申し上げます。
 
また、ゲームプレイ中、/にご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
39,Temp_common_item_received,결제,아이템을 수령한 경우,"이번에는 불편을 끼쳐드려 죄송합니다.

보내주신 내용을 토대로
고객님의 결제 이력을 조사한 결과
아래의 시간에 구매하신 '상품명'을 이미 우편함에서 수령하신 것으로 확인됩니다.

・2019-00-00 00:00:00 '상품명'

대단히 죄송하지만
구매 후 정상적으로 수령하신 것이 확인되어
환불 신청은 취소해 드리고자 하오니
깊이 양해 부탁드립니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.

앞으로도 쾌적한 게임 환경을 제공할 수 있도록 노력하겠습니다.","この度はご不便をおかけしてしまい、申し訳ございません。

お送りいただいた内容をもとに、
お客様の決済履歴をお調べしたところ、
下記の時間に購入された「상품명」を既にポスト(/타이틀에 맞춰 내용 변경)からお受け取りになったことを確認いたしました。

・2019-00-00 00:00:00 「상품명」

大変恐れ入りますが、
購入後、正常に受け取られたことが確認できたため、
返金申請はキャンセルさせていただきたく、
何卒ご了承いただきますようお願い申し上げます。

また、ゲームプレイ中、/にご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。

これからも快適なゲーム環境をご提供できるよう努めてまいります。",2024.12.03
40,Temp_common_confirm_normal_payment,결제,"확인 해보니
정상 지급","이번에는 불편을 끼쳐드려 진심으로 죄송합니다.

보내주신 정보를 토대로 구매 이력을 조사한 결과
해당 상품이 정상적으로 반영된 것을 확인했습니다.

번거로우시겠지만 앱을 재시작하시어
상품이 반영되었는지 다시 한번 확인을 부탁드립니다.
만약 현재도 반영이 되지 않은 경우 대단히 죄송하지만
다시 문의해 주시기 바랍니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","この度はご不便をおかけし、誠に申し訳ございません。

お送りいただきました情報をもとに、購入履歴を調査いたしましたところ、
該当商品が正常に反映されていることを確認いたしました。

お手数をおかけしますが、アプリを再起動していただき、
商品が反映されているか再度ご確認をお願い申し上げます。
仮に、現在も反映されていない場合、大変恐れ入りますが、
再度お問い合わせいただきますようお願い申し上げます。

また、ゲームプレイ中、/にご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
41,Temp_common_duplicate_purchase,결제,중복 구매,"이번에는 불편을 끼쳐드려 대단히 죄송합니다.

보내주신 '중복 구매된 상품의 결제 취소'에 대해서는
담당 부서에 보고하여 확인을 요청했습니다.

순차적으로 조사를 진행하고 있어 작업 완료까지 다소 시간이 걸릴 수 있습니다.
깊이 양해 부탁드립니다.

신속한 개선이 이루어지지 못해 죄송합니다.
안정적인 게임 환경을 위해 최선을 다하겠습니다.","この度は、ご不便をおかけしまして大変申し訳ございません。

お送りいただいた「重複購入された商品の決済キャンセル」につきまして、
担当部署に報告し、確認要請をいたしました。

順次調査を行なっておりまして、作業完了まで多少の時間がかかる場合がございます。
何卒、ご了承いただきますようお願い申し上げます。

早速の改善ができず、申し訳ございません。
安定的なゲーム環境のために最善を尽くしてまいります。",2024.12.03
42,Temp_common_child_purchase,결제,우리 아이가 결제했어요,"문의하신 내용에 대해 답변드립니다.

평소 애용해 주시는 고객님께 이러한 안내를 드리게 되어 대단히 죄송하지만
'자녀가 동의 없이 결제한 경우의 환불'에 대해서는
환불 정책에 맞지 않아 이쪽에서의 대응이 어렵습니다.
고객님께서 직접 Google에 환불을 신청하셔야 합니다.
결제 취소에 대해서는 아래를 확인해 주시기 바랍니다.

■Google Play에서의 환불에 대해
https://support.google.com/googleplay/answer/2479637?hl=ko

번거로움을 끼쳐드려 죄송하지만 깊이 이해와 양해 부탁드립니다.","お問い合わせていただいた内容にお答えいたします。

日頃よりご愛顧いただいているお客様へこのようなご案内となってしまい大変申し訳ございませんが、
「お子様が同意を得ずに課金した場合の返金」については
払い戻しポリシーに反しており、こちらでの対応ができかねます。
お客様ご自身で、Googleにて返金を申請していただく必要がございます。
決済キャンセルに関しましては、下記をご確認くださいませ。

■Google Playでの払い戻しについて
https://support.google.com/googleplay/answer/2479637?hl=ja

お手数をおかけいたしますが、何卒ご理解、ご了承のほどよろしくお願いいたします。",2024.12.03
43,Temp_common_link_method_example,계정,"연동 방법
(예시)","문의하신 내용에 대해 안내드립니다.

데이터를 이전하기 위해서는 기존 계정의 연동이 필요합니다.
계정 연동 방법은 아래를 참고해 주시기 바랍니다.

■계정 연동 방법
게임 화면 우측 상단에 있는 메뉴의 '설정' → '계정' → 희망하는 이메일 주소로 연동

위의 방법으로 등록한 이메일 주소로 로그인하시면
데이터를 이전하실 수 있습니다.

또한 연동된 계정으로 로그인하는 방법은 아래와 같습니다.

■연동된 계정으로 로그인하는 방법

앱 설치 → 앱 실행 → 튜토리얼 중에 게임 화면 우측 상단에 있는 메뉴의 '설정' →
'계정' → 연동된 계정으로 로그인

위의 내용이 도움이 되길 바랍니다.

만약 위의 방법을 시도하셔도 다른 기기에서 데이터 이전이 되지 않는 경우

대단히 죄송하지만 데이터 초기화 이후의 새로운 UID를 기재하여 다시 문의해 주시기 바랍니다.

또한 게임 플레이 중 불편한 점이 있으시다면
언제든지 고객센터로 문의해 주시기 바랍니다.","お問い合わせいただいた内容つきまして、ご案内いたします。

データを引き継ぐためには、既存アカウントの連携が必要です。
アカウント連携の方法につきましては、下記をご参照くださいませ。

■アカウントの連携方法
ゲーム画面右上にあるメニューの「設定」 → 「アカウント」 → ご希望のメールアドレスで連携

上記の方法で登録したメールアドレスでログインすると、
データを引き継ぐことができます。

また、連携済みのアカウントでログインする方法は、下記のとおりでございます。

■連携済みのアカウントでログインする方法
アプリインストール → アプリ起動 → チュートリアル途中で、ゲーム画面右上にあるメニューの「設定」 →  
「アカウント」  → 連携済みのアカウントでログイン

上記の内容がお役に立てれば幸いです。

万が一、上記の方法をお試しいただいても、他の端末でデータの引き継ぎができない場合、
大変申し訳ございませんが、データ初期化以降の新しいUIDを記載し、再度お問い合わせいただきますようお願い申し上げます。

また、ゲームプレイ中、/にご不便なところがございましたら
いつでもサポートセンターまでお問い合わせくださいませ。",2024.12.03
44,Temp_common_account_deletion,계정,회원 탈퇴 방법,"문의하신 내용에 대해 안내드립니다.

매우 유감이지만, 회원 탈퇴는 아래를 참고해 주시기 바랍니다.

■회원 탈퇴
'우측 상단의 메뉴' → '설정' → '계정' → '계정 삭제'
※계정 삭제 후에는 계정 복구 등의 대응이 일절 불가능하오니 미리 양해 부탁드립니다.

『』의 고객센터에서는 유저님들께 보다 쾌적한 게임 환경을 제공하도록 노력하고 있습니다.
다음 이용을 『』 운영팀 일동이 기다리고 있겠습니다.""

""번거로우시겠지만 아래의 필요 정보를 기재하신 후
다시 보내주시면 고객님의 연동 이메일 주소 변경이 가능합니다.
협조 부탁드립니다.

----------------------------------------

◆필요 정보 양식◆

1.유저 ID(설정의 좌측 상단에 있는 코드):
2.연동을 희망하는 이메일 주소, 또는 이미 연동된 경우 연동된 이메일 주소:
3.본인 확인 정보(가능한 한 자세히 기재해 주세요)
3-2.플레이 시작 시기(회원 가입한 시기)
4.결제 내역이 확인 가능한 영수증 스크린샷
※주문 번호와 구매일, 상품명의 세 가지가 확인 가능한 것
※본인 확인이 불가능한 경우 계정 변경이 불가능합니다.
※계정의 홈 화면이나 결제 내역 스크린샷 등이 있으면 더욱 신속한 대응이 가능하오니
협조 부탁드립니다.

▶ Google Play Store 거래 명세(영수증) 확인 방법
1.Google Pay(https://payments.google.com/)에 접속
2.Google 계정에 로그인
3.Google Pay 페이지 내에서 '이용 내역'을 선택하여 주문 이력 확인
4.해당 주문을 클릭하여 거래 명세 확인
※GPA로 시작하는 주문 번호의 확인을 부탁드립니다.
5. 스크린샷을 찍어서 보내주시기 바랍니다.

▶ App Store 구매 이력(영수증) 확인 방법
1. iOS 단말기의 설정에서 최상단의 Apple ID를 탭
2. 미디어와 구매 > 계정 표시로 진행
3. '구매 이력'으로 진행하여 구매한 항목의 '청구 합계'를 탭하여 구매 이력 확인
※90일 이상 전에 구매한 이력을 확인하는 경우는 '지난 90일간'을 탭하여 날짜 범위를 선택해 주세요.
4. 오류가 발생한 아이템을 찾아 '청구 합계'를 탭
5. 스크린샷을 찍어서 보내주시기 바랍니다.

----------------------------------------
위 내용에 관련된 문의는 이 메일에 회신해 주시기 바랍니다.","お問い合わせいただいた内容つきまして、ご案内いたします。
 
誠に残念ではございますが、会員退会につきましては、下記をご参照ください。
 
■会員退会
「右上のメニュー」 → 「設定」 → 「アカウント」→「アカウント削除」
※アカウント削除後、アカウントの復旧等の対応は一切行うことができませんので、予めご了承ください。
 
『』のサポートセンターでは、ユーザー様により快適なゲーム環境をご提供できるよう努めております。
またのご利用を『』運営チーム一同、お待ちしております。",2024.12.03
45,Temp_common_change_linked_email,계정,연동 이메일 변경,"번거로우시겠지만 아래의 필요 정보를 기재하신 후
다시 보내주시면 고객님의 연동 이메일 주소 변경이 가능합니다.
협조 부탁드립니다.

----------------------------------------

◆필요 정보 양식◆

1.유저 ID(설정의 좌측 상단에 있는 코드):
2.연동을 희망하는 이메일 주소, 또는 이미 연동된 경우 연동된 이메일 주소:
3.본인 확인 정보(가능한 한 자세히 기재해 주세요.)
3-2.플레이 시작 시기(회원 가입한 시기)
4.결제 내역이 확인 가능한 영수증 스크린샷
※주문 번호와 구매일, 상품명의 세 가지가 확인 가능한 것
※본인 확인이 불가능한 경우 계정 변경이 불가능합니다.
※계정의 홈 화면이나 결제 내역 스크린샷 등이 있으면 더욱 신속한 대응이 가능하오니
협조 부탁드립니다.

▶ Google Play Store 거래 명세(영수증) 확인 방법
1.Google Pay(https://payments.google.com/)에 접속
2.Google 계정에 로그인
3.Google Pay 페이지 내에서 '이용 내역'을 선택하여 주문 이력 확인
4.해당 주문을 클릭하여 거래 명세 확인
※GPA로 시작하는 주문 번호의 확인을 부탁드립니다.
5. 스크린샷을 찍어서 보내주시기 바랍니다.

▶ App Store 구매 이력(영수증) 확인 방법
1. iOS 단말기의 설정에서 최상단의 Apple ID를 탭
2. 미디어와 구매 > 계정 표시로 진행
3. '구매 이력'으로 진행하여 구매한 항목의 '청구 합계'를 탭하여 구매 이력 확인
※90일 이상 전에 구매한 이력을 확인하는 경우는 '지난 90일간'을 탭하여 날짜 범위를 선택해 주세요.
4. 오류가 발생한 아이템을 찾아 '청구 합계'를 탭
5. 스크린샷을 찍어서 보내주시기 바랍니다.

----------------------------------------
위 내용에 관련된 문의는 이 메일에 회신해 주시기 바랍니다.","大変お手数をお掛けいたしますが、下記の必要情報をご記載の上、
再度お送りいただければ、お客様の連携メールアドレスの変更が可能です。
ご協力のほど、何卒よろしくお願いいたします。

----------------------------------------

◆必要情報フォーム◆

1.ユーザーID(設定の左上にあるコード):
2.連携を希望するメールアドレス、もしくは既に連携されている場合、連携したメールアドレス：
3.ご本人様確認情報(なるべく詳細をご記載ください。)
3-2.プレイ開始時期(会員登録した時期)
4.課金履歴が確認できる領収書のスクリーンショット
※注文番号と購入日、商品名の三つが確認できるもの
※本人確認ができない場合、アカウントの変更ができません。
※アカウントのホーム画面や課金履歴のスクリーンショット等があれば、より迅速な対応が可能ですので、
ご協力のほどよろしくお願いいたします。

▶ Google Play Store取引明細(領収書)の確認方法
1.Google Pay(https://payments.google.com/)にアクセス
2.Google アカウントにログイン
3.Google Payページ内で「ご利用内容」を選択し、注文履歴を確認
4.当該注文をクリックし、取引明細を確認
※GPAから始まる注文番号のご確認をよろしくお願いいたします。
5. スクリーンショットを撮ってお送りくださいませ。

▶ App Store購入履歴(領収書)の確認方法
1. iOS端末の設定から最上段のApple IDをタップ
2. メディアと購入＞アカウントを表示へ進む
3. 「購入履歴」に進み、購入した項目の「請求合計」をタップして、購入履歴を確認
※90日以上前に購入した履歴を確認する場合は、「過去90日間」をタップし、日付の範囲を選択してください。
4. エラーが発生したアイテムを探し、「請求合計」をタップ
5. スクリーンショットを撮ってお送りくださいませ。

----------------------------------------
上記の内容に関連するお問い合わせは、このメールにご返信くださいませ。",2024.12.03
